Date,Av­er­age views per view­er,Unique view­ers,Im­pres­sions click-through rate (%),Im­pres­sions,Com­ments ad­ded,Shares,Likes (vs. dis­likes) (%),Dis­likes,Sub­scribers lost,Sub­scribers gained,Likes,Av­er­age per­cent­age viewed (%),Videos pub­lished,Videos ad­ded,Sub­scribers,Views,Watch time (hours),Av­er­age view dur­a­tion,Your es­tim­ated rev­en­ue (USD)
2020-03-02,1.4755,368,6.78,6594,0,0,,0,6,5,0,20.86,0,0,-1,543,17.5559,0:01:56,0.122
2020-03-03,1.3478,345,6.09,6145,3,4,100,0,6,5,8,18.79,0,0,-1,465,13.8194,0:01:46,0.094
2020-03-04,1.6254,315,6.2,6773,0,0,100,0,5,12,14,22.65,0,0,7,512,18.7298,0:02:11,0.102
2020-03-05,1.4649,299,5.98,5672,0,0,100,0,5,8,9,20.71,0,0,3,438,13.8855,0:01:54,0.076
2020-03-06,1.6287,307,6.03,6488,2,1,96.3,1,6,11,26,24.19,0,0,5,500,18.5646,0:02:13,0.108
2020-03-07,1.5152,361,6.54,6716,2,3,94.74,1,6,6,18,21.3,0,0,0,547,17.4643,0:01:54,0.072
2020-03-08,1.5452,310,5.83,6924,2,0,100,0,9,8,9,26.41,0,0,-1,479,18.5198,0:02:19,0.121
2020-03-09,1.5143,315,5.99,6298,1,0,100,0,7,9,9,25.36,0,0,2,477,17.4329,0:02:11,0.096
2020-03-10,1.6417,321,6.68,6051,2,2,100,0,5,8,8,23.39,0,0,3,527,20.2446,0:02:18,0.077
2020-03-11,1.6159,328,6.21,6635,0,1,100,0,0,7,4,21.92,0,0,7,530,17.5291,0:01:59,0.049
2020-03-12,1.4877,326,6.41,5941,0,3,91.67,1,6,8,11,25.22,0,0,2,485,18.5291,0:02:17,0.066
2020-03-13,1.51,400,7.04,6763,3,2,100,0,4,10,15,21.03,0,0,6,604,18.7212,0:01:51,0.002
2020-03-14,1.6534,401,6.75,8069,0,1,100,0,7,11,18,26.63,0,0,4,663,27.5854,0:02:29,0.01
2020-03-15,1.7745,368,6.72,7680,2,1,100,0,7,12,15,20.53,0,0,5,653,22.2599,0:02:02,0.003
2020-03-16,1.6192,365,6.23,7484,4,5,100,0,7,14,15,22.1,0,0,7,591,22.0466,0:02:14,0.001
2020-03-17,1.6046,392,6.76,7362,1,8,87.5,2,6,12,14,25.66,0,0,6,629,25.3473,0:02:25,0
2020-03-18,1.6889,389,6.14,8563,0,1,94.12,1,6,16,16,23.45,0,0,10,657,25.2992,0:02:18,0.001
2020-03-19,1.6081,393,5.75,8231,1,5,100,0,7,13,13,23.95,0,0,6,632,25.7033,0:02:26,0
2020-03-20,1.6963,326,5.96,6880,5,2,100,0,8,9,12,25.95,0,0,1,553,25.0488,0:02:43,0.006
2020-03-21,1.8651,415,6.87,8587,5,6,100,0,7,21,35,28.28,0,0,14,774,37.4419,0:02:54,0.01
2020-03-22,1.5957,512,6.64,8922,0,1,100,0,3,17,8,26.55,0,0,14,817,36.4954,0:02:40,0
2020-03-23,1.6752,505,6.64,9685,2,0,95.45,1,2,19,21,23.75,0,0,17,846,35.78,0:02:32,0.001
2020-03-24,1.7481,532,6.62,11026,2,1,97.06,1,7,15,33,24.18,0,0,8,930,39.9332,0:02:34,0
2020-03-25,1.6557,636,7.09,11654,4,10,93.94,2,10,28,31,24.3,0,0,18,1053,45.5656,0:02:35,0.001
2020-03-26,1.8104,617,6.76,12791,5,0,95.83,1,3,16,23,24.26,0,0,13,1117,47.4448,0:02:32,0.004
2020-03-27,1.6915,671,6.9,13456,2,10,97.14,1,15,39,34,25.61,0,0,24,1135,51.9273,0:02:44,0.006
2020-03-28,1.7731,661,6.75,13491,1,9,96.3,1,7,20,26,24.61,0,0,13,1172,52.819,0:02:42,0.006
2020-03-29,1.7248,614,6.23,13473,7,4,96.67,1,8,32,29,23.81,0,0,24,1059,45.4926,0:02:34,0.002
2020-03-30,1.6897,667,6.74,13143,2,4,100,0,8,24,25,23.69,0,0,16,1127,47.4359,0:02:31,0.008
2020-03-31,1.6367,2144,7.02,34767,101,11,99.15,3,24,48,349,31.17,1,1,24,3509,196.2353,0:03:21,0.015
2020-04-01,1.6724,2265,6.94,43927,19,13,100,0,18,74,235,29.85,0,0,56,3788,198.192,0:03:08,0.017
2020-04-02,1.6805,3912,7.25,74838,30,31,98.49,6,10,135,391,30.14,0,0,125,6574,349.2694,0:03:11,0.82
2020-04-03,1.6399,5835,7.12,110925,17,28,98.91,6,14,197,542,30.19,0,0,183,9569,508.4378,0:03:11,1.701
2020-04-04,1.62,6771,6.47,137881,32,30,99.05,5,17,199,520,30.4,0,0,182,10969,583.1728,0:03:11,1.607
2020-04-05,1.5106,11335,5.94,231015,27,35,97.98,13,20,287,630,28.33,0,0,267,17123,837.5345,0:02:56,1.633
2020-04-06,1.6048,12107,6.7,229546,42,36,97.67,18,22,351,755,28.37,0,0,329,19429,929.0794,0:02:52,1.997
2020-04-07,1.5645,13303,6.79,245837,86,52,98.44,15,48,305,946,30.86,1,1,257,20812,1027.2406,0:02:57,3.143
2020-04-08,1.5317,14167,6.72,259860,53,59,97.45,23,23,352,880,30.72,0,0,329,21699,1013.6158,0:02:48,3.163
2020-04-09,1.4613,20106,6.91,342867,52,89,97.23,30,31,487,1054,30.75,0,0,456,29381,1301.3927,0:02:39,4.438
2020-04-10,1.4814,17275,6.78,299587,53,50,97.47,24,52,379,925,29.08,0,0,327,25591,1115.5265,0:02:36,4.954
2020-04-11,1.4912,13684,6.51,247477,35,45,96.4,27,35,331,723,28.75,0,0,296,20406,887.626,0:02:36,3.649
2020-04-12,1.4452,11463,6.52,201979,23,39,97.4,16,29,218,599,29.32,0,0,189,16566,704.7571,0:02:33,2.473
2020-04-13,1.4445,12236,6.51,214307,41,42,95.94,23,29,237,543,28.55,0,0,208,17675,736.9601,0:02:30,2.994
2020-04-14,1.5346,11108,6.4,207673,174,55,98.17,20,45,279,1075,30.15,1,1,234,17046,874.4696,0:03:04,2.682
2020-04-15,1.5446,9257,6.44,174511,82,43,98.2,11,11,226,601,30.99,0,0,215,14298,698.7409,0:02:55,1.805
2020-04-16,1.5557,7939,6.38,151998,36,30,97.53,13,19,187,513,30.72,0,0,168,12351,595.9575,0:02:53,1.292
2020-04-17,1.6013,6483,6.25,129298,53,29,98.98,5,30,189,486,29.54,0,0,159,10381,516.0593,0:02:58,1.413
2020-04-18,1.6982,5838,6.14,126287,46,30,98.6,7,21,245,494,29.09,0,0,224,9914,507.8912,0:03:04,1.206
2020-04-19,1.6148,6210,6.32,125167,46,30,98.03,9,26,238,448,29.5,0,0,212,10028,499.493,0:02:59,0.95
2020-04-20,1.5709,7835,6.59,148504,55,38,97.95,12,36,295,573,30.72,0,0,259,12308,603.3319,0:02:56,1.509
2020-04-21,1.5724,8302,6.39,161153,73,46,98.49,11,21,403,718,29.6,0,0,382,13054,668.303,0:03:04,1.102
2020-04-22,1.5966,8897,6.33,176802,72,45,98.94,8,40,468,749,27.59,0,0,428,14205,704.8692,0:02:58,1.406
2020-04-23,1.583,10154,6.35,201382,68,49,98.55,12,51,494,818,28.25,0,0,443,16074,782.9737,0:02:55,1.576
2020-04-24,1.6278,8485,6.29,171220,52,51,98.22,14,33,473,774,27.18,0,0,440,13812,696.2633,0:03:01,1.614
2020-04-25,1.6181,14469,6.66,272790,238,78,98.67,24,78,667,1784,31.28,1,1,589,23413,1296.6435,0:03:19,3.263
2020-04-26,1.5678,15098,6,306393,143,78,98.42,22,62,642,1367,31.24,0,0,580,23670,1293.9541,0:03:16,3.071
2020-04-27,1.6414,12433,5.65,278552,119,58,98.61,16,42,705,1133,29.09,0,0,663,20408,1121.6348,0:03:17,2.723
2020-04-28,1.6619,11600,5.62,262950,90,57,98.57,15,55,616,1036,28.22,0,0,561,19278,1029.9389,0:03:12,2.618
2020-04-29,1.5937,11148,5.57,245292,79,54,98.31,17,63,619,986,27.17,0,0,556,17767,920.4398,0:03:06,2.654
2020-04-30,1.6366,10268,5.64,226161,82,75,98.07,16,57,567,813,27.25,0,0,510,16805,869.8793,0:03:06,1.949
2020-05-01,1.6722,10354,5.98,213931,241,76,99.07,13,58,415,1378,29.14,1,1,357,17314,929.188,0:03:13,2.463
2020-05-02,1.7496,7747,5.85,168355,112,64,98.67,11,49,312,816,29.9,0,0,263,13554,725.4565,0:03:12,2.087
2020-05-03,1.7639,5628,5.94,120922,50,38,98.59,8,43,259,561,29.16,0,0,216,9927,548.2715,0:03:18,1.35
2020-05-04,1.72,5407,5.88,118443,42,48,97.76,10,38,274,436,28.8,0,0,236,9300,502.9807,0:03:14,1.306
2020-05-05,1.7853,4382,6,96526,49,13,98.45,6,29,212,382,29.01,0,0,183,7823,434.6962,0:03:20,1.189
2020-05-06,1.8067,4288,6.16,93017,51,20,98.31,6,37,224,350,27.27,0,0,187,7747,407.7786,0:03:09,1.032
2020-05-07,1.7682,4124,6.11,87196,49,28,98.66,5,38,221,369,27.12,0,0,183,7292,385.4944,0:03:10,0.818
2020-05-08,1.83,4052,6.28,86270,59,31,99.05,3,34,212,314,27.83,0,0,178,7415,392.1796,0:03:10,1.023
2020-05-09,1.7038,4406,6.19,90654,42,26,97.47,10,22,246,386,25.95,0,0,224,7507,384.7154,0:03:04,0.98
2020-05-10,1.6069,7215,6.27,130877,159,48,99.08,10,54,242,1081,30.4,1,1,188,11594,708.7736,0:03:40,2.959
2020-05-11,1.6376,6219,5.73,128335,56,49,98.86,7,38,224,606,28.03,0,0,186,10184,570.5379,0:03:21,1.649
2020-05-12,1.7221,4847,6.09,99658,36,29,98.47,7,35,230,450,28.19,0,0,195,8347,465.9996,0:03:20,1.217
2020-05-13,1.8082,4733,6.19,100656,61,56,98.25,8,39,280,450,26.76,0,0,241,8558,453.3748,0:03:10,2.228
2020-05-14,1.7337,4582,6.13,95347,39,27,99.07,4,29,226,425,26.88,0,0,197,7944,419.6403,0:03:10,0.982
Show­ing top 500 res­ults
